Toby Alderweireld	DF	Belgium	Tottenham Hotspur
Thomas Vermaelen	DF	Belgium	Vissel Kobe
Jason Denayer	DF	Belgium	Lyon
Jan Vertonghen	DF	Belgium	Benfica
Axel Witsel	MF	Belgium	Borussia Dortmund
Kevin De Bruyne	MF	Belgium	Manchester City
Youri Tielemans	MF	Belgium	Leicester City
Romelu Lukaku	FW	Belgium	Internazionale
Eden Hazard (captain)	FW	Belgium	Real Madrid
Yannick Carrasco	MF	Belgium	Atlético Madrid
Simon Mignolet	GK	Belgium	Club Brugge
Matz Sels	GK	Belgium	Strasbourg
Dries Mertens	FW	Belgium	Napoli
Thomas Meunier	DF	Belgium	Borussia Dortmund
Thorgan Hazard	MF	Belgium	Borussia Dortmund
Hans Vanaken	MF	Belgium	Club Brugge
Leander Dendoncker	DF	Belgium	Wolverhampton Wanderers
Dennis Praet	MF	Belgium	Leicester City
Christian Benteke	FW	Belgium	Crystal Palace
Timothy Castagne	DF	Belgium	Leicester City
Nacer Chadli	MF	Belgium	İstanbul Başakşehir
Michy Batshuayi	FW	Belgium	Crystal Palace
Leandro Trossard	FW	Belgium	Brighton & Hove Albion
Dedryck Boyata	DF	Belgium	Hertha BSC
Jérémy Doku	FW	Belgium	Rennes
Player	Pos.	Denmark	Club
Kasper Schmeichel	GK	Denmark	Leicester City
Joachim Andersen	DF	Denmark	Fulham
Jannik Vestergaard	DF	Denmark	Southampton
Simon Kjær (captain)	DF	Denmark	Milan
Joakim Mæhle	DF	Denmark	Atalanta
Andreas Christensen	DF	Denmark	Chelsea
Mathias Jensen	MF	Denmark	Brentford
Thomas Delaney	MF	Denmark	Borussia Dortmund
Martin Braithwaite	FW	Denmark	Barcelona
Christian Eriksen	MF	Denmark	Internazionale
Andreas Skov Olsen	FW	Denmark	Bologna
Kasper Dolberg	FW	Denmark	Nice
Robert Skov	FW	Denmark	1899 Hoffenheim
Mikkel Damsgaard	FW	Denmark	Sampdoria
Christian Nørgaard	MF	Denmark	Brentford
Jonas Lössl	GK	Denmark	Midtjylland
Jens Stryger Larsen	DF	Denmark	Udinese
Daniel Wass	MF	Denmark	Valencia
Nicolai Boilesen	DF	Denmark	Copenhagen
Yussuf Poulsen	FW	Denmark	RB Leipzig
Jonas Wind	FW	Denmark	Copenhagen
Frederik Rønnow	GK	Denmark	Schalke 04
Pierre-Emile Højbjerg	MF	Denmark	Tottenham Hotspur
Andreas Cornelius	FW	Denmark	Parma
Anders Christiansen	MF	Denmark	Malmö FF
Mathias Jørgensen	DF	Denmark	Copenhagen
Player	Pos.	Finland	Club
Lukáš Hrádecký	GK	Finland	Bayer Leverkusen
Jesse Joronen	GK	Finland	Brescia
Anssi Jaakkola	GK	Finland	Bristol Rovers
Carljohan Eriksson	GK	Finland	Mjällby AIF
Paulus Arajuuri	DF	Finland	Pafos
Jere Uronen	DF	Finland	Genk
Juhani Ojala	DF	Finland	Vejle
Thomas Lam	DF	Finland	PEC Zwolle
Sauli Väisänen	DF	Finland	Chievo
Albin Granlund	DF	Finland	Stal Mielec
Nikolai Alho	DF	Finland	MTK
Daniel O'Shaughnessy	DF	Finland	HJK
Niko Hämäläinen	DF	Finland	Queens Park Rangers
Leo Väisänen	DF	Finland	IF Elfsborg
Robert Ivanov	DF	Finland	Warta Poznań
Aapo Halme	DF	Finland	Barnsley
Tim Sparv (captain)	MF	Finland	AEL
Rasmus Schüller	MF	Finland	Djurgårdens IF
Glen Kamara	MF	Finland	Rangers
Pyry Soiri	MF	Finland	Esbjerg
Joni Kauko	MF	Finland	Esbjerg
Fredrik Jensen	MF	Finland	FC Augsburg
Onni Valakari	MF	Finland	Pafos
Jasin-Amin Assehnoun	MF	Finland	Lahti
Teemu Pukki	FW	Finland	Norwich City
Joel Pohjanpalo	FW	Finland	Union Berlin
Lassi Lappalainen	FW	Finland	CF Montréal
Roope Riski	FW	Finland	HJK
Marcus Forss	FW	Finland	Brentford
Player	Pos.	Russia	Club
Anton Shunin	GK	Russia	Dynamo Moscow
Andrey Lunyov	GK	Russia	Zenit Saint Petersburg
Yury Dyupin	GK	Russia	Rubin Kazan
Matvei Safonov	GK	Russia	Krasnodar
Yuri Zhirkov	DF	Russia	Zenit Saint Petersburg
Fyodor Kudryashov	DF	Russia	Antalyaspor
Georgi Dzhikiya	DF	Russia	Spartak Moscow
Mário Fernandes	DF	Russia	CSKA Moscow
Andrei Semyonov	DF	Russia	Akhmat Grozny
Vyacheslav Karavayev	DF	Russia	Zenit Saint Petersburg
Igor Diveyev	DF	Russia	CSKA Moscow
Roman Yevgenyev	DF	Russia	Dynamo Moscow
Ilya Samoshnikov	DF	Russia	Rubin Kazan
Aleksandr Golovin	MF	Russia	Monaco
Aleksei Ionov	MF	Russia	Krasnodar
Roman Zobnin	MF	Russia	Spartak Moscow
Daler Kuzyayev	MF	Russia	Zenit Saint Petersburg
Aleksei Miranchuk	MF	Russia	Atalanta
Denis Cheryshev	MF	Russia	Valencia
Magomed Ozdoyev	MF	Russia	Zenit Saint Petersburg
Andrei Mostovoy	MF	Russia	Zenit Saint Petersburg
Dmitri Barinov	MF	Russia	Lokomotiv Moscow
Daniil Fomin	MF	Russia	Dynamo Moscow
Rifat Zhemaletdinov	MF	Russia	Lokomotiv Moscow
Maksim Mukhin	MF	Russia	Lokomotiv Moscow
Denis Makarov	MF	Russia	Rubin Kazan
Arsen Zakharyan	MF	Russia	Dynamo Moscow
Artem Dzyuba (captain)	FW	Russia	Zenit Saint Petersburg
Anton Zabolotny	FW	Russia	Sochi
Aleksandr Sobolev	FW	Russia	Spartak Moscow
Player	Pos.	Austria	Club
Pavao Pervan	GK	Austria	VfL Wolfsburg
Alexander Schlager	GK	Austria	LASK
Daniel Bachmann	GK	Austria	Watford
Aleksandar Dragović	DF	Austria	Bayer Leverkusen
David Alaba	DF	Austria	Bayern Munich
Martin Hinteregger	DF	Austria	Eintracht Frankfurt
Stefan Lainer	DF	Austria	Borussia Mönchengladbach
Andreas Ulmer	DF	Austria	Red Bull Salzburg
Christopher Trimmel	DF	Austria	Union Berlin
Stefan Posch	DF	Austria	1899 Hoffenheim
Philipp Lienhart	DF	Austria	SC Freiburg
Marco Friedl	DF	Austria	Werder Bremen
Julian Baumgartlinger (captain)	MF	Austria	Bayer Leverkusen
Stefan Ilsanker	MF	Austria	Eintracht Frankfurt
Valentino Lazaro	MF	Austria	Borussia Mönchengladbach
Alessandro Schöpf	MF	Austria	Schalke 04
Florian Grillitsch	MF	Austria	1899 Hoffenheim
Louis Schaub	MF	Austria	Luzern
Xaver Schlager	MF	Austria	VfL Wolfsburg
Christoph Baumgartner	MF	Austria	1899 Hoffenheim
Konrad Laimer	MF	Austria	RB Leipzig
Marko Arnautović	FW	Austria	Shanghai Port
Marcel Sabitzer	FW	Austria	RB Leipzig
Michael Gregoritsch	FW	Austria	FC Augsburg
Karim Onisiwo	FW	Austria	Mainz 05
Saša Kalajdžić	FW	Austria	VfB Stuttgart
Player	Pos.	Netherlands	Club
Jasper Cillessen	GK	Netherlands	Valencia
Joël Veltman	DF	Netherlands	Brighton & Hove Albion
Matthijs de Ligt	DF	Netherlands	Juventus
Nathan Aké	DF	Netherlands	Manchester City
Owen Wijndal	DF	Netherlands	AZ
Stefan de Vrij	DF	Netherlands	Internazionale
Steven Berghuis	FW	Netherlands	Feyenoord
Georginio Wijnaldum (captain)	MF	Netherlands	Liverpool
Wout Weghorst	FW	Netherlands	VfL Wolfsburg
Memphis Depay	FW	Netherlands	Lyon
Quincy Promes	FW	Netherlands	Spartak Moscow
Patrick van Aanholt	DF	Netherlands	Crystal Palace
Maarten Stekelenburg	GK	Netherlands	Ajax
Ryan Gravenberch	MF	Netherlands	Ajax
Marten de Roon	MF	Netherlands	Atalanta
Davy Klaassen	MF	Netherlands	Ajax
Daley Blind	DF	Netherlands	Ajax
Donyell Malen	FW	Netherlands	PSV Eindhoven
Luuk de Jong	FW	Netherlands	Sevilla
Donny van de Beek	MF	Netherlands	Manchester United
Frenkie de Jong	MF	Netherlands	Barcelona
Denzel Dumfries	DF	Netherlands	PSV Eindhoven
Tim Krul	GK	Netherlands	Norwich City
Teun Koopmeiners	MF	Netherlands	AZ
Cody Gakpo	FW	Netherlands	PSV Eindhoven
Jurriën Timber	DF	Netherlands	Ajax
Player	Pos.	North Macedonia	Club
Stole Dimitrievski	GK	North Macedonia	Rayo Vallecano
Damjan Shishkovski	GK	North Macedonia	Doxa Katokopias
Risto Jankov	GK	North Macedonia	Rabotnichki
Stefan Ristovski	DF	North Macedonia	Dinamo Zagreb
Kire Ristevski	DF	North Macedonia	Újpest
Ezgjan Alioski	DF	North Macedonia	Leeds United
Visar Musliu	DF	North Macedonia	Fehérvár
Darko Velkovski	DF	North Macedonia	Rijeka
Egzon Bejtulai	DF	North Macedonia	Shkëndija
Gjoko Zajkov	DF	North Macedonia	Charleroi
Ferhan Hasani	MF	North Macedonia	Partizani
Stefan Spirovski	MF	North Macedonia	AEK Larnaca
Enis Bardhi	MF	North Macedonia	Levante
Boban Nikolov	MF	North Macedonia	Lecce
Eljif Elmas	MF	North Macedonia	Napoli
Arijan Ademi	MF	North Macedonia	Dinamo Zagreb
Marjan Radeski	MF	North Macedonia	Akademija Pandev
Tihomir Kostadinov	MF	North Macedonia	Ružomberok
Daniel Avramovski	MF	North Macedonia	Kayserispor
Darko Churlinov	MF	North Macedonia	VfB Stuttgart
Goran Pandev (captain)	FW	North Macedonia	Genoa
Aleksandar Trajkovski	FW	North Macedonia	Mallorca
Ivan Trichkovski	FW	North Macedonia	AEK Larnaca
Krste Velkoski	FW	North Macedonia	Sarajevo
Vlatko Stojanovski	FW	North Macedonia	Chambly
Milan Ristovski	FW	North Macedonia	Spartak Trnava
Player	Pos.	Ukraine	Club
Andriy Pyatov (captain)	GK	Ukraine	Shakhtar Donetsk
Andriy Lunin	GK	Ukraine	Real Madrid
Heorhiy Bushchan	GK	Ukraine	Dynamo Kyiv
Anatoliy Trubin	GK	Ukraine	Shakhtar Donetsk
Mykola Matviyenko	DF	Ukraine	Shakhtar Donetsk
Oleksandr Karavayev	DF	Ukraine	Dynamo Kyiv
Serhiy Kryvtsov	DF	Ukraine	Shakhtar Donetsk
Eduard Sobol	DF	Ukraine	Club Brugge
Vitaliy Mykolenko	DF	Ukraine	Dynamo Kyiv
Bohdan Mykhaylichenko	DF	Ukraine	Anderlecht
Illya Zabarnyi	DF	Ukraine	Dynamo Kyiv
Oleksandr Tymchyk	DF	Ukraine	Dynamo Kyiv
Denys Popov	DF	Ukraine	Dynamo Kyiv
Oleksandr Syrota	DF	Ukraine	Dynamo Kyiv
Andriy Yarmolenko	MF	Ukraine	West Ham United
Taras Stepanenko	MF	Ukraine	Shakhtar Donetsk
Oleksandr Zinchenko	MF	Ukraine	Manchester City
Ruslan Malinovskyi	MF	Ukraine	Atalanta
Serhiy Sydorchuk	MF	Ukraine	Dynamo Kyiv
Viktor Tsyhankov	MF	Ukraine	Dynamo Kyiv
Roman Bezus	MF	Ukraine	Gent
Marlos	MF	Ukraine	Shakhtar Donetsk
Yevhenii Makarenko	MF	Ukraine	Kortrijk
Mykola Shaparenko	MF	Ukraine	Dynamo Kyiv
Oleksandr Zubkov	MF	Ukraine	Ferencváros
Heorhiy Sudakov	MF	Ukraine	Shakhtar Donetsk
Artem Bondarenko	MF	Ukraine	Mariupol
Bohdan Lyednyev	MF	Ukraine	Dynamo Kyiv
Roman Yaremchuk	FW	Ukraine	Gent
Artem Besyedin	FW	Ukraine	Dynamo Kyiv
Artem Dovbyk	FW	Ukraine	Dnipro-1
Player	Pos.	Croatia	Club
Dominik Livaković	GK	Croatia	Dinamo Zagreb
Šime Vrsaljko	DF	Croatia	Atlético Madrid
Borna Barišić	DF	Croatia	Rangers
Ivan Perišić	FW	Croatia	Internazionale
Duje Ćaleta-Car	DF	Croatia	Marseille
Dejan Lovren	DF	Croatia	Zenit Saint Petersburg
Josip Brekalo	FW	Croatia	VfL Wolfsburg
Mateo Kovačić	MF	Croatia	Chelsea
Andrej Kramarić	FW	Croatia	1899 Hoffenheim
Luka Modrić (captain)	MF	Croatia	Real Madrid
Marcelo Brozović	MF	Croatia	Internazionale
Lovre Kalinić	GK	Croatia	Hajduk Split
Nikola Vlašić	MF	Croatia	CSKA Moscow
Ante Budimir	FW	Croatia	Osasuna
Mario Pašalić	MF	Croatia	Atalanta
Josip Juranović	DF	Croatia	Legia Warsaw
Mislav Oršić	FW	Croatia	Dinamo Zagreb
Ante Rebić	FW	Croatia	Milan
Milan Badelj	MF	Croatia	Genoa
Bruno Petković	FW	Croatia	Dinamo Zagreb
Domagoj Vida	DF	Croatia	Beşiktaş
Domagoj Bradarić	DF	Croatia	Lille
Simon Sluga	GK	Croatia	Luton Town
Joško Gvardiol	DF	Croatia	Dinamo Zagreb
Luka Ivanušec	MF	Croatia	Dinamo Zagreb
Mile Škorić	DF	Croatia	Osijek
Player	Pos.	Czech Republic	Club
Tomáš Vaclík	GK	Czech Republic	Sevilla
Pavel Kadeřábek	DF	Czech Republic	1899 Hoffenheim
Ondřej Čelůstka	DF	Czech Republic	Sparta Prague
David Zima	DF	Czech Republic	Slavia Prague
Vladimír Coufal	DF	Czech Republic	West Ham United
Tomáš Kalas	DF	Czech Republic	Bristol City
Antonín Barák	MF	Czech Republic	Hellas Verona
Vladimír Darida (captain)	MF	Czech Republic	Hertha BSC
Patrik Schick	FW	Czech Republic	Bayer Leverkusen
Tomáš Pekhart	FW	Czech Republic	Legia Warsaw
Michael Krmenčík	FW	Czech Republic	PAOK
Lukáš Masopust	MF	Czech Republic	Slavia Prague
Petr Ševčík	MF	Czech Republic	Slavia Prague
Jakub Jankto	MF	Czech Republic	Sampdoria
Tomáš Souček	MF	Czech Republic	West Ham United
Aleš Mandous	GK	Czech Republic	Sigma Olomouc
Aleš Matějů	DF	Czech Republic	Brescia
Jan Bořil	DF	Czech Republic	Slavia Prague
Tomáš Holeš	DF	Czech Republic	Slavia Prague
Matěj Vydra	FW	Czech Republic	Burnley
Alex Král	MF	Czech Republic	Spartak Moscow
Adam Hložek	FW	Czech Republic	Sparta Prague
Jiří Pavlenka	GK	Czech Republic	Werder Bremen
Jakub Brabec	DF	Czech Republic	Viktoria Plzeň
Jakub Pešek	FW	Czech Republic	Slovan Liberec
Michal Sadílek	MF	Czech Republic	Slovan Liberec
Player	Pos.	England	Club
Jordan Pickford	GK	England	Everton
Dean Henderson	GK	England	Manchester United
Sam Johnstone	GK	England	West Bromwich Albion
Aaron Ramsdale	GK	England	Sheffield United
Kyle Walker	DF	England	Manchester City
John Stones	DF	England	Manchester City
Harry Maguire	DF	England	Manchester United
Kieran Trippier	DF	England	Atlético Madrid
Ben Chilwell	DF	England	Chelsea
Trent Alexander-Arnold	DF	England	Liverpool
Luke Shaw	DF	England	Manchester United
Tyrone Mings	DF	England	Aston Villa
Reece James	DF	England	Chelsea
Conor Coady	DF	England	Wolverhampton Wanderers
Ben Godfrey	DF	England	Everton
Ben White	DF	England	Brighton & Hove Albion
Jordan Henderson	MF	England	Liverpool
Jesse Lingard	MF	England	West Ham United
Mason Mount	MF	England	Chelsea
Declan Rice	MF	England	West Ham United
Kalvin Phillips	MF	England	Leeds United
Phil Foden	MF	England	Manchester City
James Ward-Prowse	MF	England	Southampton
Jack Grealish	MF	England	Aston Villa
Bukayo Saka	MF	England	Arsenal
Jude Bellingham	MF	England	Borussia Dortmund
Raheem Sterling	FW	England	Manchester City
Harry Kane (captain)	FW	England	Tottenham Hotspur
Marcus Rashford	FW	England	Manchester United
Jadon Sancho	FW	England	Borussia Dortmund
Dominic Calvert-Lewin	FW	England	Everton
Mason Greenwood	FW	England	Manchester United
Ollie Watkins	FW	England	Aston Villa
Player	Pos.	Scotland	Club
Craig Gordon	GK	Scotland	Heart of Midlothian
David Marshall	GK	Scotland	Derby County
Jon McLaughlin	GK	Scotland	Rangers
Andrew Robertson (captain)	DF	Scotland	Liverpool
Grant Hanley	DF	Scotland	Norwich City
Scott McKenna	DF	Scotland	Nottingham Forest
Kieran Tierney	DF	Scotland	Arsenal
Stephen O'Donnell	DF	Scotland	Motherwell
Declan Gallagher	DF	Scotland	Motherwell
Liam Cooper	DF	Scotland	Leeds United
Jack Hendry	DF	Scotland	Oostende
Greg Taylor	DF	Scotland	Celtic
Nathan Patterson	DF	Scotland	Rangers
John McGinn	MF	Scotland	Aston Villa
Callum McGregor	MF	Scotland	Celtic
Stuart Armstrong	MF	Scotland	Southampton
Scott McTominay	MF	Scotland	Manchester United
Ryan Christie	MF	Scotland	Celtic
John Fleck	MF	Scotland	Sheffield United
Billy Gilmour	MF	Scotland	Chelsea
David Turnbull	MF	Scotland	Celtic
James Forrest	FW	Scotland	Celtic
Ryan Fraser	FW	Scotland	Newcastle United
Lyndon Dykes	FW	Scotland	Queens Park Rangers
Ché Adams	FW	Scotland	Southampton
Kevin Nisbet	FW	Scotland	Hibernian
Player	Pos.	Poland	Club
Wojciech Szczęsny	GK	Poland	Juventus
Tomasz Kędziora	DF	Poland	Dynamo Kyiv
Tymoteusz Puchacz	DF	Poland	Lech Poznań
Paweł Dawidowicz	DF	Poland	Hellas Verona
Jan Bednarek	DF	Poland	Southampton
Kamil Piątkowski	DF	Poland	Raków Częstochowa
Arkadiusz Milik	FW	Poland	Marseille
Karol Linetty	MF	Poland	Torino
Robert Lewandowski (captain)	FW	Poland	Bayern Munich
Grzegorz Krychowiak	MF	Poland	Lokomotiv Moscow
Karol Świderski	FW	Poland	PAOK
Łukasz Skorupski	GK	Poland	Bologna
Maciej Rybus	DF	Poland	Lokomotiv Moscow
Michał Helik	DF	Poland	Barnsley
Kamil Glik	DF	Poland	Benevento
Jakub Moder	MF	Poland	Brighton & Hove Albion
Przemysław Płacheta	FW	Poland	Norwich City
Bartosz Bereszyński	DF	Poland	Sampdoria
Kacper Kozłowski	MF	Poland	Pogoń Szczecin
Piotr Zieliński	MF	Poland	Napoli
Kamil Jóźwiak	FW	Poland	Derby County
Łukasz Fabiański	GK	Poland	West Ham United
Mateusz Klich	MF	Poland	Leeds United
Dawid Kownacki	FW	Poland	Fortuna Düsseldorf
Przemysław Frankowski	MF	Poland	Chicago Fire FC
Jakub Świerczok	FW	Poland	Piast Gliwice
Player	Pos.	Slovakia	Club
Martin Dúbravka	GK	Slovakia	Newcastle United
Dušan Kuciak	GK	Slovakia	Lechia Gdańsk
Marek Rodák	GK	Slovakia	Fulham
Peter Pekarík	DF	Slovakia	Hertha BSC
Tomáš Hubočan	DF	Slovakia	Omonia
Milan Škriniar	DF	Slovakia	Internazionale
Ľubomír Šatka	DF	Slovakia	Lech Poznań
Denis Vavro	DF	Slovakia	Huesca
Jakub Holúbek	DF	Slovakia	Piast Gliwice
Marek Hamšík (captain)	MF	Slovakia	IFK Göteborg
Juraj Kucka	MF	Slovakia	Parma
Vladimír Weiss	MF	Slovakia	Slovan Bratislava
Róbert Mak	MF	Slovakia	Ferencváros
Ondrej Duda	MF	Slovakia	1. FC Köln
Patrik Hrošovský	MF	Slovakia	Genk
Stanislav Lobotka	MF	Slovakia	Napoli
Matúš Bero	MF	Slovakia	Vitesse
Lukáš Haraslín	MF	Slovakia	Sassuolo
László Bénes	MF	Slovakia	FC Augsburg
Tomáš Suslov	MF	Slovakia	Groningen
Erik Jirka	MF	Slovakia	Mirandés
Michal Ďuriš	FW	Slovakia	Omonia
Róbert Boženík	FW	Slovakia	Feyenoord
David Strelec	FW	Slovakia	Slovan Bratislava
Player	Pos.	Spain	Club
David de Gea	GK	Spain	Manchester United
Unai Simón	GK	Spain	Athletic Bilbao
Robert Sánchez	GK	Spain	Brighton & Hove Albion
Jordi Alba	DF	Spain	Barcelona
César Azpilicueta	DF	Spain	Chelsea
José Gayà	DF	Spain	Valencia
Eric García	DF	Spain	Manchester City
Diego Llorente	DF	Spain	Leeds United
Pau Torres	DF	Spain	Villarreal
Aymeric Laporte	DF	Spain	Manchester City
Sergio Busquets (captain)	MF	Spain	Barcelona
Koke	MF	Spain	Atlético Madrid
Thiago	MF	Spain	Liverpool
Rodri	MF	Spain	Manchester City
Fabián Ruiz	MF	Spain	Napoli
Marcos Llorente	MF	Spain	Atlético Madrid
Pedri	MF	Spain	Barcelona
Álvaro Morata	FW	Spain	Juventus
Mikel Oyarzabal	FW	Spain	Real Sociedad
Dani Olmo	FW	Spain	RB Leipzig
Gerard Moreno	FW	Spain	Villarreal
Ferran Torres	FW	Spain	Manchester City
Adama Traoré	FW	Spain	Wolverhampton Wanderers
Pablo Sarabia	FW	Spain	Paris Saint-Germain
Player	Pos.	Sweden	Club
Robin Olsen	GK	Sweden	Everton
Mikael Lustig	DF	Sweden	AIK
Victor Lindelöf	DF	Sweden	Manchester United
Andreas Granqvist (captain)	DF	Sweden	Helsingborgs IF
Pierre Bengtsson	DF	Sweden	Vejle BK
Ludwig Augustinsson	DF	Sweden	Werder Bremen
Sebastian Larsson	MF	Sweden	AIK
Albin Ekdal	MF	Sweden	Sampdoria
Marcus Berg	FW	Sweden	Krasnodar
Emil Forsberg	MF	Sweden	RB Leipzig
Alexander Isak	FW	Sweden	Real Sociedad
Karl-Johan Johnsson	GK	Sweden	Copenhagen
Gustav Svensson	MF	Sweden	Guangzhou City
Filip Helander	DF	Sweden	Rangers
Ken Sema	MF	Sweden	Watford
Emil Krafth	DF	Sweden	Newcastle United
Viktor Claesson	MF	Sweden	Krasnodar
Pontus Jansson	DF	Sweden	Brentford
Mattias Svanberg	MF	Sweden	Bologna
Kristoffer Olsson	MF	Sweden	Krasnodar
Dejan Kulusevski	MF	Sweden	Juventus
Robin Quaison	FW	Sweden	Mainz 05
Kristoffer Nordfeldt	GK	Sweden	Gençlerbirliği
Marcus Danielson	DF	Sweden	Dalian Professional
Jordan Larsson	FW	Sweden	Spartak Moscow
Jens Cajuste	MF	Sweden	Midtjylland
Player	Pos.	France	Club
Hugo Lloris (captain)	GK	France	Tottenham Hotspur
Benjamin Pavard	DF	France	Bayern Munich
Presnel Kimpembe	DF	France	Paris Saint-Germain
Raphaël Varane	DF	France	Real Madrid
Clément Lenglet	DF	France	Barcelona
Paul Pogba	MF	France	Manchester United
Antoine Griezmann	FW	France	Barcelona
Thomas Lemar	MF	France	Atlético Madrid
